Suspicious_Report,Sex,MaritalStatus,RepNumber,Age,High_Risk_Individual,FraudFound_P
0,Female,Married,14,29,0,0
1,Male,Single,13,39,0,0
1,Female,Married,11,52,0,0
0,Female,Married,3,50,0,0
1,Male,Single,13,36,0,1
1,Male,Married,5,53,0,1
1,Male,Single,7,33,0,1
1,Female,Married,2,52,0,0
0,Male,Married,10,49,0,0
0,Female,Married,7,46,0,0
1,Female,Single,6,43,0,0
1,Male,Single,11,22,0,0
0,Male,Single,12,51,0,0
1,Male,Single,12,18,0,0
0,Female,Married,8,28,0,0
1,Male,Single,8,21,1,0
0,Male,Single,10,20,1,0
1,Female,Married,7,26,0,0
0,Female,Married,3,33,0,0
0,Male,Married,8,44,0,0
1,Male,Married,15,71,0,0
1,Male,Married,11,75,0,0
1,Female,Single,13,32,0,0
0,Male,Married,5,49,0,0
0,Female,Married,2,49,0,0
0,Male,Single,12,40,0,0
0,Male,Single,7,54,0,0
0,Male,Married,8,66,0,0
1,Male,Married,3,55,0,0
0,Male,Single,13,45,0,0
1,Female,Married,15,33,0,0
1,Male,Single,9,65,0,0
1,Female,Married,7,64,0,0
1,Male,Single,13,61,0,0
0,Male,Married,13,38,0,1
0,Male,Married,3,46,0,0
0,Male,Married,3,62,0,0
0,Male,Married,15,55,0,0
0,Male,Single,7,22,0,0
0,Female,Married,10,41,0,0
1,Male,Married,1,24,1,0
1,Female,Married,11,42,0,0
1,Female,Single,12,30,0,0
0,Female,Married,10,50,0,0
1,Male,Single,7,62,0,0
1,Male,Single,9,18,1,0
0,Female,Married,1,65,0,0
0,Male,Married,14,57,0,0
1,Male,Single,3,28,0,1
1,Male,Married,7,27,0,1
0,Female,Single,9,34,0,0
0,Male,Married,5,78,0,0
1,Male,Single,13,28,0,1
1,Female,Married,3,42,0,0
0,Female,Single,12,32,0,0
1,Male,Married,8,69,0,0
1,Female,Single,1,24,0,0
1,Male,Married,11,76,0,0
0,Male,Married,5,57,0,0
1,Female,Widow,12,41,0,0
0,Male,Single,4,34,0,0
1,Female,Married,13,51,0,0
0,Male,Divorced,7,50,0,0
0,Male,Married,2,80,0,0
0,Female,Married,12,52,0,0
0,Male,Married,6,32,0,0
1,Male,Married,9,71,0,0
1,Male,Married,5,41,0,1
0,Male,Single,8,24,1,0
1,Male,Married,11,73,0,0
1,Male,Married,11,71,0,0
1,Female,Married,4,24,1,0
0,Female,Married,4,52,0,0
0,Female,Married,3,45,0,0
1,Female,Married,10,75,0,0
1,Male,Married,8,68,0,0
0,Male,Married,1,26,0,0
1,Female,Single,3,42,0,0
0,Female,Single,16,40,0,0
1,Male,Married,7,72,0,0
1,Male,Single,6,40,0,1
1,Male,Single,14,37,0,1
0,Male,Married,16,28,0,0
0,Male,Married,7,30,0,0
1,Male,Single,11,19,1,0
0,Male,Married,2,35,0,0
1,Male,Single,11,56,0,0
1,Male,Married,5,70,0,0
1,Female,Married,8,63,0,0
1,Female,Married,5,43,0,0
0,Male,Single,6,23,1,0
1,Female,Married,11,36,0,0
1,Male,Married,12,21,1,0
1,Male,Married,15,45,0,1
0,Male,Married,11,35,0,1
0,Male,Single,14,26,0,0
0,Female,Married,10,49,0,0
1,Female,Married,15,42,0,0
0,Female,Married,10,60,0,0
1,Female,Single,10,22,0,0
0,Female,Widow,3,34,0,0
1,Male,Married,3,79,0,0
1,Male,Married,13,70,0,0
1,Female,Married,11,41,0,1
1,Male,Single,10,59,0,0
0,Male,Married,13,37,0,1
0,Female,Married,9,30,0,0
1,Male,Single,2,36,0,0
0,Male,Married,1,47,0,0
1,Male,Married,14,79,0,0
0,Female,Single,14,40,0,0
1,Female,Married,8,54,0,0
0,Female,Married,1,39,0,0
1,Male,Single,16,60,0,0
1,Female,Married,1,36,0,0
0,Female,Married,8,33,0,0
0,Female,Married,1,43,0,0
0,Female,Widow,6,51,0,0
0,Female,Single,8,22,0,0
1,Male,Married,15,64,0,1
1,Male,Married,9,78,0,0
1,Male,Single,2,57,0,1
0,Female,Married,12,45,0,0
1,Female,Married,6,30,0,1
1,Female,Married,7,40,0,0
1,Female,Married,9,37,0,0
0,Male,Married,7,74,0,0
1,Male,Single,11,22,1,1
1,Male,Single,4,44,0,0
1,Male,Married,8,59,0,1
1,Female,Married,13,52,0,0
1,Female,Divorced,10,27,0,0
1,Female,Married,13,43,0,0
0,Female,Single,13,28,0,0
0,Female,Single,14,22,0,0
1,Male,Married,13,51,0,1
0,Male,Married,11,50,0,1
0,Female,Married,3,33,0,1
0,Male,Single,1,23,1,0
0,Male,Single,3,38,0,0
1,Female,Single,6,25,0,0
0,Female,Single,1,30,0,0
1,Male,Single,5,39,0,0
0,Male,Married,9,51,0,0
1,Female,Married,3,31,0,0
0,Female,Married,4,40,0,0
0,Male,Single,10,16,1,0
0,Male,Single,10,29,0,0
1,Female,Married,9,22,1,0
0,Female,Married,14,31,0,0
1,Female,Single,11,34,0,0
1,Male,Married,15,77,0,0
1,Female,Divorced,2,34,0,0
1,Female,Married,9,41,0,0
0,Female,Married,2,43,0,0
1,Male,Married,11,52,0,1
0,Male,Married,3,51,0,0
1,Male,Single,7,21,0,0
1,Female,Married,16,38,0,0
1,Female,Single,11,58,0,0
1,Male,Single,15,46,0,0
1,Male,Single,15,35,0,1
1,Male,Married,15,29,0,1
1,Male,Married,7,47,0,1
1,Male,Married,10,67,0,1
0,Male,Single,5,39,0,0
1,Male,Married,7,68,0,0
1,Male,Single,15,54,0,0
1,Male,Married,10,47,0,1
1,Female,Married,12,44,0,0
1,Male,Single,3,50,0,0
0,Male,Married,13,39,0,0
0,Female,Single,4,27,0,0
0,Male,Married,12,64,0,0
0,Male,Married,1,58,0,0
1,Male,Single,11,33,0,1
0,Female,Single,2,26,0,0
1,Male,Married,13,65,0,0
1,Male,Single,15,48,0,0
1,Male,Married,14,49,0,1
1,Female,Married,10,18,0,0
0,Male,Single,15,38,0,0
0,Male,Married,16,58,0,0
1,Female,Single,7,51,0,0
1,Male,Single,14,36,0,1
1,Female,Married,12,26,0,1
0,Female,Married,10,43,0,0
1,Male,Single,14,26,0,0
1,Male,Single,6,22,1,1
0,Male,Married,9,77,0,0
1,Male,Single,16,61,0,0
0,Female,Married,6,31,0,0
0,Female,Married,1,51,0,0
0,Female,Married,14,37,0,1
1,Female,Married,7,51,0,0
1,Female,Single,6,52,0,0
0,Male,Single,12,54,0,0
1,Female,Married,10,31,0,0
0,Male,Single,11,33,0,0
1,Male,Single,11,40,0,0
1,Male,Married,8,46,0,1
1,Female,Married,1,46,0,0
0,Female,Married,12,28,0,0
1,Male,Married,15,62,0,0
0,Female,Married,8,39,0,0
0,Male,Married,1,79,0,0
0,Male,Single,9,46,0,0
1,Female,Single,11,54,0,0
0,Female,Single,7,33,0,0
1,Female,Single,6,35,0,0
0,Male,Single,15,46,0,0
1,Male,Married,12,47,0,1
1,Female,Single,4,30,0,0
0,Female,Married,7,37,0,0
0,Female,Married,13,26,0,0
1,Male,Single,13,22,1,1
0,Female,Single,4,78,0,0
1,Female,Married,2,32,0,0
1,Female,Divorced,2,32,0,0
0,Female,Married,9,38,0,0
0,Female,Married,9,44,0,0
1,Male,Single,10,20,0,0
0,Male,Single,5,46,0,0
1,Male,Single,1,27,0,1
1,Female,Married,15,37,0,0
0,Female,Single,15,19,1,0
1,Male,Single,1,55,0,0
0,Male,Single,9,45,0,0
0,Male,Married,3,57,0,0
1,Male,Married,15,79,0,0
1,Male,Single,5,23,1,0
0,Female,Single,6,35,0,0
0,Male,Married,7,32,0,0
0,Female,Married,1,31,0,0
1,Female,Married,7,28,0,0
0,Male,Married,5,50,0,0
0,Male,Married,11,26,0,0
1,Male,Married,10,26,0,1
1,Female,Single,4,33,0,0
0,Male,Single,16,30,0,0
0,Female,Married,7,55,0,0
1,Female,Married,5,38,0,0
0,Female,Married,1,28,0,0
0,Male,Single,8,28,0,0
1,Female,Married,15,30,0,0
0,Male,Married,9,48,0,0
1,Male,Married,10,61,0,0
1,Male,Single,16,55,0,0
1,Female,Single,10,48,0,0
1,Female,Single,11,25,0,0
0,Female,Divorced,12,42,0,0
1,Male,Single,8,22,0,1
1,Male,Single,15,36,0,0
0,Female,Married,14,29,0,1
1,Male,Single,3,47,0,0
1,Female,Married,6,43,0,1
1,Male,Single,12,47,0,1
1,Male,Single,7,23,0,0
0,Male,Married,14,61,0,0
0,Female,Single,14,31,0,0
1,Male,Married,2,75,0,0
1,Female,Single,9,28,0,1
0,Female,Married,8,55,0,0
0,Male,Single,14,18,0,0
1,Male,Single,1,46,0,0
1,Male,Single,10,18,0,0
1,Male,Married,7,29,0,1
0,Male,Married,15,27,0,0
0,Female,Married,6,49,0,0
1,Male,Married,4,40,0,1
1,Male,Single,7,24,0,0
0,Female,Single,15,21,0,0
1,Female,Married,14,53,0,0
1,Male,Married,1,49,0,1
1,Male,Married,3,38,0,1
0,Female,Single,10,24,0,0
1,Male,Married,15,54,0,1
1,Male,Single,13,57,0,0
0,Male,Married,10,60,0,0
1,Male,Single,3,38,0,1
1,Female,Married,13,47,0,0
0,Male,Married,3,35,0,0
1,Male,Single,14,53,0,0
1,Female,Single,13,34,0,0
1,Female,Single,15,30,0,0
0,Male,Single,7,33,0,1
0,Male,Married,11,29,0,0
0,Male,Married,5,22,1,0
1,Male,Single,5,60,0,0
1,Male,Divorced,8,37,0,0
1,Female,Married,15,32,0,0
1,Male,Single,11,59,0,0
0,Female,Married,8,26,0,0
0,Male,Married,1,60,0,0
1,Male,Single,15,50,0,0
1,Male,Married,6,35,0,1
0,Male,Married,8,58,0,0
0,Male,Single,1,41,0,0
0,Male,Married,10,23,0,0
1,Male,Married,14,32,0,1
0,Male,Single,13,49,0,0
0,Female,Single,3,26,0,0
1,Male,Single,16,24,1,0
1,Female,Married,3,62,0,0
1,Male,Married,14,53,0,1
1,Male,Married,14,76,0,0
1,Male,Married,7,50,0,1
1,Female,Married,9,33,0,1
0,Female,Married,1,26,0,0
1,Male,Single,10,32,0,1
1,Male,Married,9,44,0,1
0,Female,Married,2,35,0,0
1,Male,Single,3,36,0,0
1,Male,Single,13,44,0,1
0,Male,Widow,16,37,0,0
1,Male,Married,3,70,0,0
1,Male,Single,14,23,0,0
0,Female,Single,3,77,0,0
1,Female,Single,11,39,0,0
0,Male,Single,3,49,0,0
0,Male,Single,5,44,0,0
0,Female,Single,2,29,0,0
1,Female,Single,13,29,0,0
0,Female,Married,3,32,0,0
1,Male,Married,2,26,0,1
0,Female,Single,10,33,0,0
1,Male,Single,8,25,0,0
0,Female,Single,7,43,0,0
1,Male,Married,13,71,0,0
1,Female,Divorced,12,30,0,0
0,Male,Married,11,21,0,0
0,Male,Married,15,74,0,0
0,Female,Married,7,32,0,0
1,Female,Married,15,22,0,0
1,Female,Married,1,52,0,0
1,Female,Single,3,33,0,0
1,Female,Married,4,28,0,0
0,Male,Single,9,24,1,0
1,Female,Single,14,29,0,0
1,Male,Married,6,27,0,1
1,Female,Married,8,27,0,0
0,Female,Married,13,49,0,0
1,Male,Married,7,72,0,1
1,Male,Single,1,18,1,0
1,Female,Married,14,32,0,0
1,Female,Married,5,49,0,0
1,Male,Divorced,7,58,0,0
1,Female,Married,15,49,0,1
1,Female,Married,7,47,0,0
0,Male,Single,16,53,0,0
1,Female,Married,14,38,0,0
1,Male,Married,11,38,0,1
0,Male,Single,6,29,0,0
1,Male,Married,3,32,0,1
0,Female,Married,9,57,0,0
1,Female,Married,16,59,0,0
0,Female,Married,13,37,0,0
1,Male,Married,14,65,0,1
0,Female,Single,8,25,0,0
0,Male,Single,1,23,0,0
1,Male,Single,16,22,1,0
0,Female,Married,15,41,0,0
1,Female,Single,11,36,0,0
1,Male,Married,12,66,0,0
0,Female,Married,11,48,0,0
1,Female,Single,16,26,0,1
0,Female,Married,12,37,0,0
0,Male,Single,11,43,0,0
1,Female,Married,4,38,0,0
1,Male,Single,8,41,0,0
0,Male,Single,11,20,1,0
0,Male,Single,13,77,0,0
0,Female,Single,1,26,0,0
0,Female,Single,11,56,0,0
1,Female,Single,10,42,0,0
0,Female,Single,7,22,0,0
0,Female,Single,14,23,0,0
0,Male,Single,3,52,0,0
0,Male,Married,13,29,0,1
0,Male,Single,14,46,0,0
1,Male,Married,7,77,0,0
1,Female,Single,1,37,0,0
1,Male,Single,12,19,1,0
0,Male,Single,6,43,0,0
1,Male,Married,7,22,0,0
1,Male,Single,10,43,0,0
1,Male,Single,9,52,0,0
0,Male,Married,12,56,0,0
0,Female,Married,16,44,0,0
0,Male,Single,5,22,0,0
1,Female,Single,7,24,0,0
1,Male,Married,5,76,0,0
0,Female,Married,12,42,0,0
1,Male,Married,4,66,0,0
1,Male,Married,16,51,0,1
1,Female,Married,6,35,0,0
0,Female,Widow,3,59,0,0
1,Male,Married,9,26,0,1
0,Male,Single,9,24,0,0
1,Male,Married,16,78,0,0
1,Male,Single,13,55,0,0
0,Male,Single,16,44,0,0
1,Female,Married,5,78,0,0
1,Male,Married,10,76,0,1
1,Male,Married,13,27,0,1
1,Male,Single,13,21,0,0
0,Male,Married,9,46,0,0
1,Male,Married,8,44,0,1
1,Male,Married,9,29,0,1
1,Female,Single,15,32,0,1
1,Female,Married,10,24,0,0
0,Female,Married,2,70,0,0
1,Male,Single,1,58,0,0
0,Male,Married,3,65,0,0
0,Male,Married,3,73,0,0
1,Male,Married,8,64,0,0
1,Female,Single,2,38,0,0
0,Female,Single,9,35,0,0
1,Male,Married,7,36,0,1
1,Female,Single,6,32,0,1
1,Male,Single,4,49,0,0
0,Female,Single,4,39,0,0
0,Male,Married,2,32,0,0
0,Male,Married,5,30,0,1
1,Female,Married,7,34,0,1
1,Male,Divorced,12,54,0,0
0,Male,Single,13,58,0,0
1,Female,Married,4,27,0,0
0,Male,Divorced,13,49,0,0
1,Female,Single,13,22,0,0
0,Male,Single,6,21,1,0
1,Female,Single,12,18,1,0
1,Male,Married,2,51,0,1
1,Male,Married,10,57,0,0
0,Male,Single,3,22,1,0
0,Male,Single,7,40,0,0
0,Male,Single,5,53,0,0
1,Male,Single,2,50,0,0
1,Female,Married,14,33,0,1
0,Male,Married,6,72,0,1
1,Female,Married,5,35,0,0
0,Female,Single,1,40,0,0
1,Male,Married,11,74,0,0
1,Male,Married,4,23,0,0
0,Male,Married,13,63,0,0
1,Male,Married,3,74,0,0
1,Male,Married,14,70,0,0
0,Female,Single,7,40,0,0
1,Female,Married,1,28,0,0
1,Male,Married,13,74,0,0
0,Female,Single,2,51,0,0
1,Male,Single,3,35,0,1
1,Male,Married,11,64,0,1
0,Female,Divorced,7,31,0,0
1,Male,Married,5,72,0,0
0,Male,Single,4,39,0,0
0,Male,Married,9,57,0,0
0,Female,Married,2,54,0,0
1,Male,Single,11,0,0,1
0,Female,Married,12,33,0,0
0,Male,Single,12,22,1,0
1,Male,Married,13,69,0,1
1,Male,Single,1,22,0,0
1,Male,Married,10,74,0,0
1,Male,Married,11,49,0,1
1,Male,Single,14,41,0,1
1,Male,Single,12,21,1,0
1,Female,Married,14,35,0,0
0,Male,Married,6,30,0,0
1,Male,Married,8,61,0,1
0,Male,Married,7,52,0,0
0,Female,Single,12,25,0,0
1,Female,Single,13,23,0,0
1,Male,Married,7,67,0,0
1,Female,Single,16,43,0,0
1,Male,Single,3,49,0,0
1,Female,Married,13,27,0,0
1,Male,Married,12,63,0,1
1,Male,Married,12,38,0,1
0,Male,Single,10,59,0,0
1,Female,Married,3,38,0,0
1,Male,Married,13,22,1,0
1,Male,Married,4,79,0,0
0,Female,Married,9,51,0,0
0,Male,Single,7,47,0,0
0,Female,Married,2,76,0,0
1,Male,Single,9,29,0,1
1,Male,Single,9,66,0,0
1,Male,Married,14,41,0,1
0,Male,Married,4,58,0,0
0,Male,Single,8,32,0,0
1,Male,Single,15,24,0,0
0,Male,Married,15,62,0,0
1,Male,Single,3,68,0,1
1,Female,Single,6,36,0,0
1,Female,Married,14,28,0,0
0,Female,Married,5,39,0,0
0,Female,Single,12,31,0,0
1,Female,Married,7,54,0,0
0,Male,Married,13,59,0,0
0,Female,Single,13,21,0,0
1,Male,Married,12,36,0,1
0,Male,Single,1,54,0,0
0,Female,Single,14,39,0,0
0,Female,Married,4,34,0,1
1,Female,Single,11,25,0,1
0,Male,Single,1,20,0,0
1,Female,Married,10,62,0,0
1,Female,Married,4,29,0,0
1,Male,Single,6,22,0,1
1,Female,Married,14,33,0,0
1,Female,Married,3,46,0,0
1,Male,Single,11,18,0,1
1,Male,Married,3,63,0,1
1,Male,Single,2,30,0,1
1,Female,Married,4,58,0,0
0,Female,Single,2,28,0,0
1,Female,Married,10,54,0,0
1,Male,Married,16,44,0,1
1,Female,Single,10,51,0,0
0,Female,Single,5,32,0,0
1,Female,Married,1,54,0,1
0,Male,Single,3,61,0,0
1,Female,Single,10,30,0,1
0,Female,Single,8,28,0,0
0,Male,Married,3,72,0,0
1,Female,Single,2,50,0,0
1,Female,Married,10,55,0,0
1,Female,Married,9,29,0,0
0,Male,Single,9,0,1,0
1,Female,Single,7,44,0,0
1,Male,Divorced,9,42,0,0
1,Female,Single,11,32,0,1
1,Female,Married,11,63,0,0
1,Male,Married,5,45,0,1
1,Female,Married,6,34,0,0
1,Female,Single,3,43,0,0
1,Female,Married,6,43,0,0
0,Male,Single,2,23,0,0
0,Male,Single,5,54,0,0
1,Female,Single,9,40,0,1
0,Male,Married,16,55,0,0
1,Male,Married,4,75,0,0
0,Female,Married,14,33,0,0
0,Male,Single,12,44,0,0
1,Female,Married,5,41,0,0
1,Female,Married,13,71,0,0
1,Female,Married,8,37,0,0
0,Male,Married,2,64,0,0
1,Female,Single,16,37,0,0
1,Female,Married,13,48,0,0
0,Male,Married,12,68,0,0
1,Male,Single,4,69,0,0
1,Male,Married,11,45,0,1
1,Female,Single,9,29,0,0
0,Male,Single,4,26,0,0
1,Female,Married,14,27,0,0
1,Male,Married,2,53,0,1
1,Female,Married,6,26,0,0
1,Female,Married,11,45,0,0
0,Female,Single,15,60,0,0
1,Male,Single,14,21,0,0
1,Female,Single,4,39,0,0
1,Male,Single,13,33,0,1
1,Female,Married,13,26,0,0
1,Female,Married,10,36,0,1
1,Female,Married,9,33,0,0
0,Female,Married,13,41,0,0
0,Female,Single,7,31,0,1
0,Male,Single,10,35,0,0
0,Male,Single,6,26,0,1
0,Female,Married,7,53,0,0
1,Male,Married,14,66,0,0
1,Male,Married,16,39,0,1
0,Male,Married,4,29,0,0
1,Male,Single,7,45,0,0
1,Male,Married,5,40,0,1
0,Male,Married,15,48,0,0
1,Female,Widow,7,54,0,0
0,Male,Single,7,0,0,0
1,Male,Single,1,42,0,0
0,Male,Single,4,52,0,0
0,Male,Married,2,57,0,0
0,Male,Married,8,40,0,0
1,Male,Single,2,53,0,1
1,Male,Married,5,61,0,0
1,Male,Married,9,41,0,1
0,Female,Married,11,35,0,0
1,Male,Single,1,43,0,0
1,Male,Married,14,28,0,1
1,Female,Married,13,42,0,0
1,Male,Single,11,23,1,0
1,Female,Married,9,38,0,0
1,Female,Single,8,54,0,0
1,Male,Married,14,36,0,1
1,Male,Single,9,51,0,0
1,Male,Single,1,51,0,1
1,Female,Married,15,59,0,0
1,Male,Married,13,26,0,1
1,Male,Married,13,36,0,1
1,Male,Single,4,48,0,0
0,Female,Married,2,41,0,0
1,Male,Married,8,58,0,1
0,Male,Married,14,26,0,0
0,Male,Single,8,64,0,0
0,Male,Single,2,29,0,0
1,Male,Single,6,46,0,0
1,Female,Married,16,27,0,0
1,Female,Divorced,4,31,0,0
1,Female,Single,4,36,0,0
0,Female,Married,10,27,0,0
1,Male,Single,8,19,1,0
0,Female,Single,15,46,0,0
1,Female,Married,6,44,0,0
1,Male,Single,2,25,0,1
0,Female,Married,4,50,0,0
0,Female,Single,9,23,0,0
1,Male,Single,14,45,0,1
0,Female,Divorced,7,45,0,0
1,Male,Married,8,64,0,1
0,Male,Single,13,36,0,0
0,Male,Married,16,22,1,0
1,Male,Single,9,45,0,0
0,Male,Single,3,32,0,0
0,Female,Single,3,25,0,0
1,Male,Married,9,49,0,1
0,Female,Single,9,28,0,0
1,Male,Single,13,25,0,1
0,Male,Single,1,42,0,0
0,Male,Single,13,22,1,0
0,Female,Single,1,33,0,1
1,Female,Married,8,32,0,0
0,Male,Single,6,45,0,0
1,Male,Single,6,41,0,1
1,Female,Single,11,37,0,1
0,Female,Married,13,54,0,0
0,Male,Single,3,23,1,0
1,Male,Married,5,39,0,1
1,Male,Single,4,43,0,0
0,Female,Single,13,26,0,0
0,Male,Divorced,6,50,0,0
1,Male,Single,12,23,1,0
1,Male,Single,2,63,0,0
1,Male,Married,13,62,0,1
1,Male,Married,5,73,0,0
0,Male,Married,10,43,0,0
1,Female,Married,4,48,0,0
1,Female,Single,9,32,0,0
0,Female,Married,7,54,0,0
0,Male,Married,4,66,0,0
1,Male,Married,13,67,0,0
1,Female,Married,7,48,0,0
1,Male,Single,14,40,0,1
0,Male,Single,3,45,0,0
0,Female,Married,3,63,0,0
1,Male,Married,1,33,0,1
1,Male,Married,10,22,0,0
1,Male,Single,11,49,0,0
1,Male,Single,2,23,1,0
0,Male,Single,5,23,0,0
1,Male,Single,1,16,0,1
0,Male,Single,14,24,0,0
1,Male,Married,4,69,0,0
1,Male,Married,7,43,0,1
1,Male,Married,11,48,0,1
0,Male,Single,4,40,0,0
1,Male,Married,13,64,0,1
0,Male,Married,3,36,0,0
1,Male,Married,4,72,0,0
0,Male,Married,2,41,0,1
1,Female,Single,2,40,0,0
0,Male,Single,15,35,0,0
1,Male,Single,16,18,0,0
1,Female,Married,11,48,0,0
1,Female,Married,10,33,0,0
1,Male,Married,13,69,0,0
0,Female,Widow,13,46,0,0
1,Female,Married,6,51,0,1
1,Male,Married,3,44,0,1
1,Male,Single,2,49,0,0
1,Male,Single,8,56,0,0
0,Male,Married,4,32,0,0
0,Female,Married,5,27,0,0
1,Male,Married,10,50,0,1
1,Male,Married,16,35,0,1
1,Male,Married,2,77,0,0
1,Male,Single,14,32,0,0
0,Female,Married,7,60,0,0
0,Female,Single,9,44,0,0
0,Male,Married,7,57,0,0
1,Male,Married,13,23,1,0
1,Female,Married,8,34,0,0
0,Male,Single,5,25,0,0
0,Female,Married,10,30,0,0
0,Female,Single,4,20,0,0
1,Female,Married,9,31,0,0
0,Male,Single,11,28,0,0
1,Female,Married,13,32,0,0
1,Male,Divorced,2,41,0,0
1,Female,Married,1,31,0,0
0,Male,Single,15,20,0,0
1,Female,Married,14,79,0,0
0,Male,Married,10,72,0,0
1,Female,Single,15,40,0,0
0,Male,Married,5,77,0,0
0,Male,Married,1,35,0,1
1,Male,Married,7,31,0,1
0,Male,Single,8,22,1,0
1,Male,Single,9,22,0,0
1,Female,Single,15,35,0,0
0,Male,Married,4,67,0,0
0,Female,Married,14,52,0,0
1,Male,Single,8,39,0,0
0,Female,Married,12,40,0,0
1,Male,Single,12,52,0,0
0,Male,Single,9,25,0,0
0,Male,Married,2,23,1,0
0,Female,Married,9,35,0,0
1,Female,Married,13,55,0,1
1,Male,Married,16,77,0,0
1,Male,Single,4,24,1,1
0,Male,Married,15,21,1,0
1,Male,Divorced,4,56,0,0
1,Female,Married,6,40,0,0
0,Female,Single,8,50,0,0
0,Male,Married,13,30,0,0
0,Male,Single,3,46,0,0
1,Male,Married,3,56,0,1
1,Female,Single,3,48,0,0
1,Female,Married,3,57,0,0
1,Female,Married,5,50,0,0
0,Male,Single,3,44,0,0
1,Female,Single,12,58,0,0
0,Female,Married,13,35,0,0
0,Male,Single,4,32,0,0
1,Female,Married,1,56,0,0
0,Male,Married,2,46,0,0
0,Male,Single,4,23,0,0
0,Male,Single,9,48,0,0
1,Male,Married,7,39,0,1
1,Male,Married,16,80,0,0
1,Female,Single,9,23,0,0
1,Female,Single,11,69,0,0
0,Female,Single,10,36,0,0
1,Female,Single,1,57,0,0
0,Female,Married,4,34,0,0
1,Female,Single,1,34,0,0
1,Female,Married,3,43,0,0
1,Male,Single,2,46,0,1
1,Female,Single,13,27,0,0
0,Female,Married,11,32,0,0
0,Female,Single,12,45,0,0
1,Female,Married,15,44,0,1
1,Male,Married,14,58,0,1
1,Female,Single,5,37,0,0
0,Female,Married,1,54,0,0
1,Male,Married,1,58,0,1
0,Male,Married,4,60,0,0
1,Female,Married,13,62,0,0
1,Male,Single,1,32,0,1
1,Female,Single,3,22,0,0
0,Female,Married,11,53,0,0
1,Female,Single,10,28,0,1
1,Male,Married,1,44,0,1
0,Male,Married,10,74,0,0
1,Male,Married,7,37,0,1
0,Female,Married,16,34,0,0
1,Female,Single,15,27,0,1
1,Male,Married,3,31,0,1
1,Male,Married,4,56,0,0
1,Female,Divorced,1,51,0,0
0,Male,Single,15,25,0,0
0,Male,Single,8,35,0,0
1,Male,Single,11,41,0,1
1,Male,Married,2,36,0,1
0,Male,Single,10,48,0,0
1,Male,Single,9,39,0,0
0,Male,Married,12,57,0,0
0,Male,Married,14,35,0,0
1,Male,Single,12,32,0,1
1,Female,Single,10,26,0,1
1,Male,Married,5,25,0,0
1,Male,Single,1,45,0,0
0,Female,Married,7,51,0,0
1,Female,Single,11,32,0,0
0,Female,Married,6,48,0,0
0,Female,Single,10,32,0,0
1,Female,Married,8,49,0,0
0,Female,Single,9,46,0,0
0,Male,Married,6,38,0,0
1,Male,Married,12,44,0,1
1,Male,Married,1,73,0,0
1,Male,Married,10,24,1,1
1,Male,Single,7,50,0,0
1,Female,Married,9,42,0,0
1,Male,Single,9,18,1,1
1,Female,Single,2,47,0,0
1,Female,Married,9,52,0,0
0,Female,Married,8,43,0,0
1,Male,Married,9,42,0,1
0,Male,Single,14,31,0,0
1,Male,Single,15,53,0,0
0,Male,Married,14,74,0,0
1,Male,Single,5,55,0,0
1,Male,Single,14,80,0,0
0,Male,Single,8,24,0,0
1,Male,Single,13,32,0,1
1,Female,Married,13,31,0,0
0,Female,Married,10,70,0,0
1,Male,Single,2,21,0,0
0,Male,Single,15,33,0,0
0,Female,Married,13,42,0,0
1,Male,Married,3,23,1,0
1,Male,Married,2,27,0,1
1,Female,Single,7,38,0,0
0,Male,Single,10,42,0,0
1,Female,Married,11,40,0,0
1,Female,Single,15,48,0,0
1,Male,Married,6,44,0,1
1,Female,Married,15,43,0,0
1,Female,Married,14,46,0,0
0,Female,Married,1,36,0,0
0,Male,Married,10,44,0,0
0,Female,Married,8,36,0,0
0,Female,Single,15,38,0,0
1,Male,Single,8,54,0,0
0,Male,Single,15,24,1,0
0,Female,Married,7,56,0,0
1,Female,Married,16,52,0,0
0,Male,Single,2,21,0,0
1,Male,Single,13,44,0,0
1,Male,Single,1,53,0,0
1,Female,Divorced,14,50,0,0
0,Female,Married,16,42,0,0
1,Male,Single,14,74,0,0
0,Female,Married,7,52,0,0
1,Male,Married,15,48,0,1
0,Male,Married,3,68,0,0
1,Male,Single,3,45,0,0
1,Male,Single,16,53,0,0
1,Male,Married,8,37,0,1
1,Male,Single,7,56,0,0
1,Male,Married,13,77,0,1
1,Female,Single,14,25,0,0
0,Male,Single,2,46,0,0
0,Male,Married,2,62,0,0
0,Male,Married,7,71,0,0
1,Male,Married,3,47,0,1
1,Female,Married,10,53,0,0
0,Male,Single,9,49,0,0
1,Male,Single,15,64,0,0
1,Female,Single,16,44,0,0
0,Female,Married,15,38,0,0
0,Female,Married,5,48,0,0
1,Male,Single,16,56,0,0
1,Male,Single,14,23,1,0
1,Female,Married,3,30,0,0
1,Male,Married,16,68,0,0
0,Male,Married,5,56,0,0
1,Male,Married,10,48,0,1
1,Male,Single,14,19,1,0
0,Male,Married,15,32,0,0
1,Male,Married,16,72,0,0
1,Female,Married,16,53,0,0
1,Female,Single,14,49,0,0
0,Female,Single,4,26,0,0
1,Male,Single,16,18,1,0
0,Female,Married,9,37,0,0
0,Male,Married,11,56,0,0
